movie_title,movie_summary,release_date,genres,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Titanic (1997),"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",1997-12-19,Drama Romance,194,674354882,1590450697.0,2264812968,28638131.0,Paramount Pictures
Bean (1997),The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.,1997-10-17,Adventure Comedy Family,89,45319423,205893247.0,251212670,2255233.0,Gramercy Pictures (I)
Men in Black (1997),"James, an NYC cop, is hired by Agent K of a secret government agency that monitors extraterrestrial life on Earth. Together, they must recover an item that has been stolen by an intergalactic villain.",1997-07-02,Action Adventure Comedy Sci-Fi,98,250690539,338700000.0,589390539,51068455.0,Sony Pictures Releasing
Batman & Robin (1997),Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,1997-06-20,Action Sci-Fi,125,107353792,130900196.0,238259753,42872605.0,Warner Bros.
The Lost World: Jurassic Park (1997),"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.",1997-05-23,Action Adventure Sci-Fi,129,229086679,389552320.0,618638999,72132785.0,Universal Pictures
Liar Liar (1997),A pathological liar-lawyer finds his career turned upside down when he inexplicably cannot physically lie for 24 whole hours.,1997-03-21,Comedy Fantasy,86,181410615,121300000.0,302710615,31423025.0,Universal Pictures
Air Force One (1997),"Communist radicals led by Ivan Korshunov hijack Air Force One with US President James Marshall and his family on board. Vice President Kathryn Bennett negotiates from Washington D.C., while Marshall fights to rescue the hostages on board.",1997-07-25,Action Crime Drama Thriller,124,172956409,142200000.0,315156409,37132505.0,Sony Pictures Releasing
Speed 2: Cruise Control (1997),A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.,1997-06-13,Action Adventure Crime Romance Thriller,121,48608066,115900000.0,164508066,16158942.0,Twentieth Century Fox
Star Wars: Episode IV - A New Hope (1977),"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",1977-05-25,Action Adventure Fantasy Sci-Fi,121,460998507,314400000.0,775398507,1554475.0,Twentieth Century Fox
As Good as It Gets (1997),"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",1997-12-23,Comedy Drama Romance,139,148478011,165700000.0,314178011,12606928.0,Sony Pictures Releasing
Good Will Hunting (1997),"A therapist counsels Will Hunting, a janitor with a genius IQ.",1997-12-05,Drama Romance,126,138433435,87500000.0,225933435,272912.0,Miramax
My Best Friend's Wedding (1997),"When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",1997-06-20,Comedy Drama Romance,105,127120029,172168576.0,299288605,21678377.0,Sony Pictures Releasing
Tomorrow Never Dies (1997),James Bond sets out to stop a media mogul's plan to induce a war between China and the United Kingdom.,1997-12-19,Action Adventure Thriller,119,125304276,207706792.0,333011068,25143007.0,Metro-Goldwyn-Mayer (MGM)
The Full Monty (1997),"Six unemployed steel workers form a male striptease act. The women cheer them on to go for ""the full monty"" - total nudity.",1997-08-15,Comedy Drama,91,45950122,211988527.0,257938649,176585.0,Fox Searchlight Pictures
Face/Off (1997),"To foil a terrorist plot, an FBI agent assumes the identity of the criminal who murdered his son via facial transplant surgery, but the crook wakes up prematurely and vows revenge.",1997-06-27,Action Crime Sci-Fi Thriller,138,112276146,133400000.0,245676146,23387530.0,Paramount Pictures
George of the Jungle (1997),A man raised in the jungle by apes falls in love with a wealthy American heiress.,1997-07-18,Action Adventure Comedy Family Romance,92,105263257,69200000.0,174463257,16540791.0,Walt Disney Studios Motion Pictures
Scream 2 (1997),A masked killer purses a student and her friends.,1997-12-12,Horror Mystery,120,101363301,71000000.0,172363301,32926342.0,Dimension Films
Con Air (1997),"Former US Amy Ranger, Cameron Poe, has just been paroled for manslaughter, but must stop a group of violent and deadly criminals from escaping the country after they seize control of the prison transport plane he is on.",1997-06-06,Action Crime Thriller,115,101117573,122894661.0,224012234,24131738.0,Walt Disney Studios Motion Pictures
Contact (1997),"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.",1997-07-11,Drama Mystery Sci-Fi Thriller,150,100920329,70200000.0,171120329,20584908.0,Warner Bros.
Hercules (1997),The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,1997-06-15,Action Adventure Animation Comedy Family Fantasy Musical Romance,93,99112101,153600000.0,252712101,249567.0,Walt Disney Studios Motion Pictures
Flubber (1997),"An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance.",1997-11-26,Comedy Family Sci-Fi,93,92977226,85000000.0,177977226,26725207.0,Walt Disney Studios Motion Pictures
Star Wars: Episode VI - Return of the Jedi (1983),"After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.",1983-05-25,Action Adventure Fantasy Sci-Fi,131,316566101,165900281.0,482466382,23019618.0,Twentieth Century Fox
Star Wars: Episode V - The Empire Strikes Back (1980),"After the Empire overpowers the Rebel Alliance, Luke Skywalker begins training with Jedi Master Yoda, while Darth Vader and bounty hunter Boba Fett pursue his friends across the galaxy.",1980-05-21,Action Adventure Fantasy Sci-Fi,124,292753960,257262126.0,550016086,4910483.0,Twentieth Century Fox
Conspiracy Theory (1997),"A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is.",1997-08-08,Action Drama Mystery Thriller,135,75982834,61000000.0,136982834,19313566.0,Warner Bros.
I Know What You Did Last Summer (1997),Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,1997-10-17,Horror Mystery,101,72586134,53000000.0,125586134,15818645.0,Sony Pictures Releasing
Dante's Peak (1997),"A volcanologist arrives at a countryside town recently named the second-most desirable place to live in America, and discovers that a nearby long-dormant volcano may awaken at any moment.",1997-02-07,Action Adventure Thriller,108,67127760,111000000.0,178127760,18479435.0,Universal Pictures
Anaconda (1997),"A ""National Geographic"" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world's largest - and deadliest - snake.",1997-04-11,Action Adventure Horror Thriller,89,65885767,71000000.0,136885767,16620887.0,Sony Pictures Releasing
L.A. Confidential (1997),"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",1997-09-19,Crime Drama Mystery Thriller,138,64616940,61600000.0,126216940,5211198.0,Warner Bros.
In & Out (1997),A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,1997-09-19,Comedy Romance,90,63856929,,63856929,15019821.0,Paramount Pictures
The Fifth Element (1997),"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",1997-05-09,Action Adventure Sci-Fi,126,63820180,200100000.0,263920180,17031345.0,Sony Pictures Releasing
Mousehunt (1997),Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.,1997-12-19,Comedy,98,61917389,60500000.0,122417389,6062922.0,DreamWorks Distribution
The Saint (1997),"Simon ""The Saint"" Templar (Val Kilmer) is a thief for hire whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",1997-04-04,Action Adventure Romance Sci-Fi Thriller,116,61363304,56700000.0,118063304,16278873.0,Paramount Pictures
The Devil's Advocate (1997),An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.,1997-10-17,Drama Fantasy Mystery Thriller,144,60944660,92000000.0,152944660,12170536.0,Warner Bros.
Kiss the Girls (1997),Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,1997-10-03,Crime Drama Mystery Thriller,115,60527873,,60527873,13215167.0,Paramount Pictures
Jungle 2 Jungle (1997),"A man learns he has a thirteen-year-old son who was raised in the jungle and brings the boy to New York City, turning his life upside down in the process.",1997-03-07,Comedy Family,105,59927618,,59927618,12812047.0,Walt Disney Studios Motion Pictures
Anastasia (1997),"The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.",1997-11-14,Adventure Animation Drama Family Fantasy Musical Mystery Romance,94,58406347,81398001.0,139804348,120541.0,Twentieth Century Fox
The Jackal (1997),"An imprisoned I.R.A. fighter is freed to help stop a brutal, seemingly ""faceless"" assassin from completing his next job.",1997-11-14,Action Crime Drama Thriller,124,54930280,104400000.0,159330280,15164595.0,Universal Pictures
Spawn (1997),"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.",1997-08-01,Action Crime Drama Fantasy Horror,96,54870175,32969867.0,87840042,19738749.0,New Line Cinema
Starship Troopers (1997),"Humans, in a fascist militaristic future, wage war with giant alien bugs.",1997-11-07,Action Adventure Sci-Fi Thriller,129,54814377,66400000.0,121214377,22058773.0,Sony Pictures Releasing
Austin Powers: International Man of Mystery (1997),A world-class playboy and part-time secret agent from the 1960s emerges after thirty years in a cryogenic state to battle with his nemesis Dr. Evil.,1997-05-02,Adventure Comedy,94,53911748,13800000.0,67711748,9548111.0,New Line Cinema
Breakdown (1997),A man searches for his missing wife after his car breaks down in the middle of the desert.,1997-05-02,Action Crime Drama Mystery Thriller,93,50159144,,50159144,12307128.0,Paramount Pictures
Absolute Power (1997),Career thief Luther Whitney (Clint Eastwood) witnesses a horrific crime involving U.S. President Alan Richmond (Gene Hackman).,1997-02-14,Action Crime Drama Thriller,121,50068310,,50068310,14678016.0,Sony Pictures Releasing
Volcano (1997),A volcano erupts in downtown Los Angeles and a city official and a seismologist try to stop its inevitable flow through the city.,1997-04-25,Action Drama Sci-Fi Thriller,104,49323468,73500000.0,122823468,14581740.0,Twentieth Century Fox
The Game (1997),A mysterious game invades a man's ordered existence.,1997-09-12,Drama Mystery Thriller,129,48323648,61100000.0,109423648,14337029.0,PolyGram
G.I. Jane (1997),"Lt. Jordan, a US Navy topographic analyst, joins the US Navy Special Warfare Group and struggles to prove her worth in a unit dominated by men. But a cynical woman Texan senator has sold her out.",1997-08-22,Action Drama War,125,48169156,,48169156,11094241.0,Walt Disney Studios Motion Pictures
Alien: Resurrection (1997),"Two centuries after her death, a powerful human/alien hybrid clone of Ellen Ripley aids a crew of space pirates in stopping the aliens from reaching Earth.",1997-11-26,Action Horror Sci-Fi,109,47795658,113580411.0,161376069,16474092.0,Twentieth Century Fox
The Rainmaker (1997),A newly minted lawyer who's just passed the bar exam takes on a fraudulent insurance company in a multi-million dollar lawsuit.,1997-11-21,Crime Drama Thriller,135,45916769,,45916769,10626507.0,Paramount Pictures
Cop Land (1997),"The Sheriff of a suburban New Jersey community, populated by New York City police officers, slowly discovers the town is a front for mob connections and corruption.",1997-08-15,Crime Drama Thriller,105,44862187,,44862187,13510482.0,Miramax
Nothing to Lose (1997),"Nick's wife is in bed with his boss. He later gets a gun to his head by a carjacker but steps on the gas pedal. They end up friends after adventures together:holdups, burglary, reckless driving, and revenge. Twists follow.",1997-07-18,Action Adventure Comedy Crime,98,44480039,,44480039,11617767.0,Walt Disney Studios Motion Pictures
Amistad (1997),"In 1839, the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must decide whether the Mende are slaves or legally free.",1997-12-10,Biography Drama History,155,44229441,,44229441,4573523.0,DreamWorks Distribution
Soul Food (1997),"One person can keep a family together and, when that one person is gone, a family can be torn apart.",1997-09-26,Comedy Drama,115,43700855,,43700855,11197897.0,Twentieth Century Fox
Wag the Dog (1997),"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal.",1997-12-25,Comedy Drama,97,43061945,21194568.0,64256513,92079.0,New Line Cinema
The Devil's Own (1997),"A police officer uncovers the real identity of his house-guest, an I.R.A. terrorist in hiding.",1997-03-28,Action Crime Drama Thriller,111,42868348,97939199.0,140807547,14274503.0,Sony Pictures Releasing
Donnie Brasco (1997),An FBI undercover agent infiltrates the mob and finds himself identifying more with the Mafia life--at the expense of his regular one.,1997-02-28,Biography Crime Drama,127,41909762,83000000.0,124909762,11660216.0,Sony Pictures Releasing
The Peacemaker (1997),A US Army colonel and a civilian woman supervising him must track down stolen Russian nuclear weapons before they're used by terrorists.,1997-09-26,Action Drama Thriller,124,41263140,69200000.0,110463140,12311939.0,DreamWorks Distribution
Private Parts (1997),"The autobiographical story of Howard Stern, the radio rebel who is now also a TV personality, an author and a movie star.",1997-03-07,Biography Comedy Drama,109,41230799,,41230799,14616333.0,Paramount Pictures
Money Talks (1997),"Sought by police and criminals, a small-time hustler makes a deal with a TV newsman for protection.",1997-08-22,Action Comedy Crime Thriller,97,40922619,7484992.0,48407611,10654369.0,New Line Cinema
Jackie Brown (1997),"A flight attendant with a criminal past gets nabbed by the ATF for smuggling. Under pressure to become an informant against the illegal arms dealer she works for, she must find a way to secure her future without getting killed.",1997-12-25,Crime Drama Thriller,154,39673162,2964.0,39694884,9292248.0,Miramax
Seven Years in Tibet (1997),"Heinrich Harrer, an Austrian climber and Nazi supporter, breaks out of a British POW camp in India and treks to the holy city of Lhasa where he's employed as an instructor to the young 14th Dalai Lama and soon becomes his close confidante.",1997-10-10,Adventure Biography Drama History War,136,37957682,93500000.0,131457682,10020378.0,Sony Pictures Releasing
Vegas Vacation (1997),"In the fourth outing for the vacation franchise, the Griswolds have to survive Vegas fever when they go to Las Vegas for a fun family vacation.",1997-02-14,Comedy,93,36400360,,36400360,12837927.0,Warner Bros.
Mortal Kombat: Annihilation (1997),A group of martial-arts warriors has only six days to save the Earth from an extra-dimensional invasion.,1997-11-21,Action Adventure Fantasy Sci-Fi Thriller,95,35927406,15449455.0,51376861,16771694.0,New Line Cinema
Selena (1997),"The true story of Selena, a Texas-born Tejana singer who rose from cult status to performing at the Astrodome, as well as having chart-topping albums on the Latin music charts.",1997-03-21,Biography Drama Music,127,35764351,,35764351,11615722.0,Warner Bros.
Addicted to Love (1997),"Maggie's and Sam's former partners are in love; she wants revenge and he wants his lost love back, so they work together to break up the happy couple.",1997-05-23,Comedy Romance,100,34673095,,34673095,11446098.0,Warner Bros.
The Relic (1997),"A homicide detective and an anthropologist try to destroy a South American lizard-like God, who's on a people eating rampage in a Chicago museum.",1997-01-10,Horror Mystery Sci-Fi Thriller,110,33956608,,33956608,9064143.0,Paramount Pictures
Metro (1997),A Hostage Negotiator teams up with a Sharpshooter to bring down a dangerous jewel thief.,1997-01-17,Action Comedy Crime Drama Thriller,117,32000301,,32000301,11411107.0,Walt Disney Studios Motion Pictures
For Richer or Poorer (1997),"An unhappily-married Manhattan socialite couple flee from the IRS and end up in Amish country, where they pretend to be visiting relatives.",1997-12-12,Comedy Romance,115,31642995,1106000.0,32748995,6015970.0,Universal Pictures
Beverly Hills Ninja (1997),Years ago in Japan a baby is found by a ninja clan who raise him as there own. Years later he is now a clumsy oaf who lacks ninja skills and due to a mix up he gets an opportunity to prove himself when an American woman begs for his help.,1997-01-17,Action Comedy,88,31480418,,31480418,12220920.0,Sony Pictures Releasing
Picture Perfect (1997),"Shy awkward young Mercer Advertising Agency executive Kate Mosley's life becomes increasingly complicated when she attempts to impress her boss by pretending to be engaged to wedding photographer Nick, whom she has just met.",1997-08-01,Comedy Drama Romance,101,31407873,12924142.0,44332015,7809026.0,Twentieth Century Fox
Home Alone 3 (1997),"Alex Pruitt, an 8-year-old boy living in Chicago, must fend off four international criminals who are seeking a top-secret microchip in his toy car.",1997-12-12,Action Comedy Crime Family,102,30882515,48200000.0,79082515,5085482.0,Twentieth Century Fox
Fools Rush In (1997),"After a one-night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.",1997-02-14,Comedy Drama Romance,109,29481428,,29481428,8588068.0,Sony Pictures Releasing
Romy and Michele's High School Reunion (1997),"Two dim-witted, inseparable friends hit the road for their ten-year high school reunion and concoct an elaborate lie about their lives in order to impress their classmates.",1997-04-25,Comedy,92,29235353,130.0,29239545,7429406.0,Walt Disney Studios Motion Pictures
Out to Sea (1997),"A failed gambler, intent on meeting a rich widow, tricks his widowed brother-in-law into boarding a cruise ship as dance hosts.",1997-07-04,Comedy Romance,106,29022252,1694649.0,30716901,5887675.0,Twentieth Century Fox
Fathers' Day (1997),A woman cons two old boyfriends into searching for her runaway son by convincing both that they are the boy's father.,1997-05-09,Comedy Romance,98,28598376,,28598376,8776159.0,Warner Bros.
Grosse Pointe Blank (1997),"Professional assassin Martin Blank is sent on a mission to a small Detroit suburb, Grosse Pointe--where, by coincidence, his 10-year high-school reunion party is about to take place.",1997-04-11,Action Comedy Crime Romance Thriller,107,28084357,,28084357,6870397.0,Walt Disney Studios Motion Pictures
The Edge (1997),An intellectual billionaire and two other men struggle to band together and survive after getting stranded in the Alaskan wilderness with a blood-thirsty Kodiak Bear hunting them down.,1997-09-26,Action Adventure Drama Thriller,117,27873386,15438908.0,43312294,7733445.0,Twentieth Century Fox
The Little Mermaid (1989),A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,1989-11-17,Adventure Animation Family Fantasy Musical Romance,83,111543479,99800000.0,211343479,6031914.0,Walt Disney Studios Motion Pictures
Event Horizon (1997),A rescue crew is tasked with investigating the mysterious reappearance of a spaceship that had been lost for seven years.,1997-08-15,Horror Sci-Fi Thriller,96,26673242,587.0,26677289,9511915.0,Paramount Pictures
An American Werewolf in Paris (1997),An American man unwittingly gets involved with French werewolves who have developed a serum allowing them to transform at will.,1997-12-25,Comedy Fantasy Horror Thriller,98,26570463,,26570463,7600878.0,Walt Disney Studios Motion Pictures
Boogie Nights (1997),An idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.,1997-10-10,Drama,155,26416349,16700954.0,43117303,50168.0,New Line Cinema
Murder at 1600 (1997),A young woman is murdered in the White House. Homicide detective Regis investigates while Secret Service works against him. He's assigned agent Chance. She eventually cooperates after a man's framed.,1997-04-18,Action Crime Drama Mystery Thriller,107,25804707,,25804707,7962268.0,Warner Bros.
Mimic (1997),"Three years ago, entomologist Dr. Susan Tyler genetically created an insect to kill cockroaches carrying a virulent disease. Now, the insects are out to destroy their only predator, mankind.",1997-08-22,Horror Sci-Fi,105,25480490,313.0,25480803,7818208.0,Miramax
Midnight in the Garden of Good and Evil (1997),"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, who he befriends.",1997-11-21,Crime Drama Mystery Thriller,155,25105255,,25105255,5233658.0,Warner Bros.
Good Burger (1997),"A dim-witted teenager and his new coworker try to save the old burger joint they work for from failing after the opening of a brand new burger restaurant across the street, which is planning to put them out of business.",1997-07-25,Comedy Family,95,23712993,,23712993,7058333.0,Paramount Pictures
Hoodlum (1997),Black gangsters in 1930 Harlem fights Dutch Schultz who is trying to horn in on their numbers racket.,1997-08-29,Crime Drama,130,23499102,,23499102,8162768.0,Metro-Goldwyn-Mayer (MGM)
Air Bud (1997),An unexpected player joins the school basketball team - a circus dog who escaped from a cruel master.,1997-08-01,Comedy Drama Family Sport,98,23144499,,23144499,4878632.0,Walt Disney Studios Motion Pictures
Red Corner (1997),"An American attorney on business in China is wrongfully arrested and put on trial for murder, with a female defense lawyer from the country the only key to proving his innocence.",1997-10-31,Crime Drama Thriller,122,22459274,,22459274,7403362.0,Metro-Goldwyn-Mayer (MGM)
Mr. Magoo (1997),The myopic millionaire defeats jewel smugglers in his usual bumbling manner.,1997-12-25,Adventure Comedy Family,87,21437192,,21437192,5233631.0,Walt Disney Studios Motion Pictures
Booty Call (1997),Two friends who have gone too long without sex set out to get some.,1997-02-28,Comedy Romance,79,20050376,,20050376,6429364.0,Sony Pictures Releasing
The Apostle (1997),"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",1997-12-19,Drama,134,19868354,,19868354,29396.0,October Films
Gone Fishin' (1997),Two lifelong fishing buddies must overcome a series of obstacles to enjoy their ultimate fishing trip.,1997-05-30,Comedy Crime,94,19745922,,19745922,5784123.0,Walt Disney Studios Motion Pictures
Thrill Ride: The Science of Fun (1997),"How to create the imagination of movement for fun parks is the theme of this documentary. Although engineers try and try to create machines that shake, tilt, turn, lift and drop people in a way that fools their senses, the real McCoy cannot be imitated: Roller Coasters just let you experience movement much, much more intense than everything else - even on the screen.",1997-07-11,Adventure Documentary Short,38,18798590,,18798590,,Sony Pictures Classics
That Darn Cat (1997),"A maid is kidnapped and scratches a message onto D.C. the cat's collar and when his owner Patti discovers this, she plays amateur detective with the help of D.C. to try to find the culprits.",1997-02-14,Action Comedy Crime Family Mystery,89,18301610,,18301610,6424617.0,Walt Disney Studios Motion Pictures
The Postman (1997),A nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.,1997-12-25,Action Adventure Drama Sci-Fi,177,17626234,,17626234,5260324.0,Warner Bros.
That Old Feeling (1997),A bride's divorced parents find their old feelings for each other during the wedding reception and over the course of the next few days upsetting the newlywed's honeymoon.,1997-04-04,Comedy Romance,105,16574176,,16574176,5103075.0,Universal Pictures
Fire Down Below (1997),A federal agent uncovers lucrative toxic waste dumps in Appalachia and must deal with the locals who want to keep their 'gold mine' secret.,1997-09-05,Action Drama Thriller,105,16228448,,16228448,6073094.0,Warner Bros.
Wishmaster (1997),"A demonic djinn attempts to grant its owner three wishes, which will allow him to summon his brethren to Earth.",1997-09-19,Fantasy Horror,90,15738769,,15738769,6038516.0,Live Entertainment
RocketMan (1997),Fred Z. Randall is a geeky spacecraft designer who gets the chance to make his dream come true and travel to Mars.,1997-10-10,Comedy Family Sci-Fi,95,15448043,,15448043,4472937.0,Walt Disney Studios Motion Pictures
First Strike (1996),This fourth installment of Jackie Chan's Police Story film franchise has our hero trying to locate a missing nuclear warhead.,1997-01-10,Action Adventure Comedy Crime Drama Thriller,107,15318863,6571982.0,21890845,5778933.0,New Line Cinema
Eve's Bayou (1997),"What did little Eve see--and how will it haunt her? Husband, father and womanizer, Louis Batiste, is the head of an affluent family, but it's the women who rule this gothic world of secrets, lies and mystic forces.",1997-11-07,Drama,108,14842388,,14842388,3287846.0,Trimark Pictures
